,text,author
3265,"The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!",Trump
3266,....BUT MAYBE I STILL WILL. WITCH HUNT!,Trump
3267,"....badly tainted and, in my opinion, should be thrown out. Even Mueller’s statement to Congress that he did not see me to become the FBI Director (again), has been proven false. The whole deal was a total SCAM. If I wasn’t President, I’d be suing everyone all over the place...",Trump
3268,"These were Mueller prosecutors, and the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things. Everything having to do with this fraudulent investigation is...",Trump
3269,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.” @Judgenap (Andrew Napolitano) @foxandfriends",Trump
3270,.....existence of these tweets in which you were so harshly negative about the President &amp; the people who support him. Don’t you think we wanted to know that before we put you on this jury.’ Pretty obvious he should (get a new trial). I think almost any judge in the Country.....,Trump
3271,"“Judge Jackson now has a request for a new trial based on the unambiguous &amp; self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, your a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the.....",Trump
3272,Thank you Clint! https://t.co/MTYAIiilna,Trump
3273,"Praying for Ryan Newman, a great and brave @NASCAR driver! #PrayingForRyan",Trump
3274,"....ever. Had to rebuild our military, which was totally depleted. Fed Rate UP, taxes and regulations WAY DOWN. If Dems won in 2016, the USA would be in big economic (Depression?) &amp; military trouble right now. THE BEST IS YET TO COME. KEEP AMERICA GREAT!",Trump
3275,"Did you hear the latest con job? President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration. He had the WEAKEST recovery since the Great Depression, despite Zero Fed Rate &amp; MASSIVE quantitative easing. NOW, best jobs numbers....",Trump
3276,https://t.co/MQWM6Y9c4D,Trump
3277,Completion of the Daytona 500 on Fox Network now. Enjoy!,Trump
3278,"“They tried to Impeach the President eight times before this last Impeachment trial that we went through. In Arizona, people are tired of their obstruction, their investigations, and their Impeachments. They want them to get to work.” @SenMcSallyAZ  @foxandfriends  Thanks Martha",Trump
3279,HAPPY PRESIDENT’S DAY!,Trump
3280,#DAYTONA500 https://t.co/fT8L0EZqXh,Trump
3281,"Last week the Fake News said that a section of our powerful, under construction, Southern Border Wall “fell over”, trying to make it sound terrible, except the reason was that the concrete foundation was just poured &amp; soaking wet when big winds kicked in. Quickly fixed “forever”.",Trump
3282,Getting ready to go to the Daytona 500. Will be GREAT!,Trump
3283,"Thank you to @JackBrewerBSI for your kind words on the great progress we have made on our powerful African-American Agenda. For one, lowest unemployment numbers in USA history. Many other great records!  @foxandfriends  @FoxNews",Trump
3284,BIG PROGRESS! https://t.co/DfWA7FRSGQ,Trump
3285,"Remember, will be at Daytona 500 tomorrow!",Trump
3286,"Years ago the Democrats had the money to build the Wall, but they didn’t have any idea how to get it done. I am building it bigger and better than ever thought possible! https://t.co/VMioZcRPfj",Trump
3287,Thank you David! https://t.co/yElxOFxqYu,Trump
3288,IG report on Andrew McCabe: Misled Investigators over roll in news media disclosure...Lacked Candor (Lied) on four separate occasions...Authotized Media Leaks to advance personal interests...IG RECOMMENDED MCCABE’S FIRING. @FoxNews @IngrahamAngle,Trump
3289,".....biggest test of his presidency emboldened, ready to claim exoneration, and take his case of grievance, persecution and resentment to the campaign trail.” Peter Baker  @nytimes  The Greatest Witch Hunt In American History!",Trump
3290,"“Ralph Waldo Emerson seemed to foresee the lesson of the Senate Impeachment Trial of President Trump. ‘When you strike at the King, Emerson famously said, “you must kill him.’ Mr. Trump’s foes struck at him but did not take him down. A triumphant Mr.Trump emerges from the.....",Trump
3291,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT! https://t.co/eV9fZxzxgi",Trump
3292,Nice! https://t.co/5EVJVAPxjL,Trump
3293,"Great honor, I think?  Mark Zuckerberg recently stated that “Donald J. Trump is Number 1 on Facebook. Number 2 is Prime Minister Modi of India.” Actually, I am going to India in two weeks. Looking forward to it!",Trump
3294,".@LouieGohmertTX1 is a Fantastic Republican from the Great State of Texas! He fully supports our #MAGA and #KAG Agenda, Border WALL, Military, Vets, and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement! https://t.co/7MWH000IbI",Trump
3295,"I look forward to attending the Daytona 500 on Sunday with lots of my great friends from Florida, including the France family and @RepMichaelWaltz from #FL6. See you there, good luck to everyone! @NASCAR @SenRickScott @marcorubio @GovRonDeSantis https://t.co/e0SUl4GfBm",Trump
3296,"Thank you Arnold, very nice. https://t.co/didAAHILFk",Trump
3297,"....Today, @FLOTUS and I encourage all Americans to cherish and honor the memory of those we have lost through acts of love and service. We will hold Parkland forever in our hearts.",Trump
3298,"It has been two years since the tragedy in Parkland. We will always mourn the innocent lives taken from us – 14 wonderful students and 3 terrific educators. Earlier this week, I met with families whose experiences from that horrible day still pierce the soul....",Trump
3299,".@TomMcClintock is a strong Conservative Leader who will always fight for the people of California. He fully supports our #MAGA Agenda, will continue to Secure Our Border, Loves our Military &amp; Vets, &amp; is Strong on the #2A. Tom has my Complete Endorsement! https://t.co/QRP3IwTx3Z",Trump
3300,".@JodeyArrington from the Great State of Texas has been an incredible supporter of our #MAGA Agenda. Jodey fully supports Securing our Border w/ the WALL, he Loves our Military &amp; Vets, and is Strong on the #2A. Jodey has my Complete and Total Endorsement! https://t.co/PkOFjOAFX1",Trump
3301,".@MoInTheHouse Brooks is running for Congress in the Great State of Alabama. He is a huge supporter of the #MAGA Agenda. Mo fully supports Securing our Border w/the WALL, he Loves our Military &amp; Vets, &amp; is Strong on the #2A. Mo has my Complete Endorsement! https://t.co/wQ0euFBwbI",Trump
3302,"“The Greatest name in politics,” Patrick @McHenryCampaign from the Great State of North Carolina, is a Conservative Fighter and a true Leader who ALWAYS supports our #MAGA Agenda. Patrick has my Complete and Total Endorsement! https://t.co/t1ciRWONff",Trump
3303,Thank you to the beautiful country of Cambodia for accepting the @CarnivalCruise ship Westerdam into your port. The United States will remember your courtesy! @MickyArison,Trump
3304,"It is happening again to Crazy Bernie, just like last time, only far more obvious. They are taking the Democrat Nomination away from him, and there’s very little he can do. A Rigged System!",Trump
3305,95% Approval Rating in the Republican Party. Thank you!,Trump
3306,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. @SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer &amp; Pelosi. That’s what he is!",Trump
3307,"I was very surprised &amp; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will....",Trump
3308,"“President Trump, with smart policies, has done more to help the Black community than any President in the modern era.” @IngrahamAngle @FoxNews",Trump
3309,"“The President has never asked me to do anything in a criminal case.” A.G. Barr  This doesn’t mean that I do not have, as President, the legal right to do so, I do, but I have so far chosen not to!",Trump
3310,"I’m seeing Governor Cuomo today at The White House. He must understand that National Security far exceeds politics. New York must stop all of its unnecessary lawsuits &amp; harrassment, start cleaning itself up, and lowering taxes. Build relationships, but don’t bring Fredo!",Trump
3311,"....which he actually has a military and legal obligation to do. His incredible wife, Karen, who I have a lot of respect for, once pulled me aside &amp; said strongly that “John respects you greatly. When we are no longer here, he will only speak well of you.” Wrong!",Trump
3312,"When I terminated John Kelly, which I couldn’t do fast enough, he knew full well that he was way over his head. Being Chief of Staff just wasn’t for him. He came in with a bang, went out with a whimper, but like so many X’s, he misses the action &amp; just can’t keep his mouth shut,.",Trump
3313,DRAIN THE SWAMP! We want bad people out of our government!,Trump
3314,"Mini Mike is a 5’4” mass of dead energy who does not want to be on the debate stage with these professional politicians. No boxes please. He hates Crazy Bernie and will, with enough money, possibly stop him. Bernie’s people will go nuts!",Trump
3315,"Mini Mike Bloomberg is a LOSER who has money but can’t debate and has zero presence, you will see. He reminds me of a tiny version of Jeb “Low Energy” Bush, but Jeb has more political skill and has treated the Black community much better than Mini! https://t.co/qIef5VhjDr",Trump
3316,“Deven Nunes predicts that more examples of Mueller team misconduct will be revealed in coming weeks.” @seanhannity  @FoxNews,Trump
3317,"Now it looks like the fore person in the jury, in the Roger Stone case, had significant bias. Add that to everything else, and this is not looking good for the “Justice” Department. @foxandfriends @FoxNews",Trump
3318,GREAT NEWS! #KAG2020🇺🇸 https://t.co/QA6Bpl4ETv,Trump
3319,".@ClaudiaTenney is a fantastic candidate running in New York, where she was a Great member of Congress. She is Strong on Crime, Borders, Cutting Taxes, your #2A, and she Loves our Military and Vets. Claudia has my Complete and Total Endorsement! https://t.co/pU36bNWR3t",Trump
3320,".@NMalliotakis is running for Congress in NY, I know her well, we need her to defeat Max Rose, who voted for Impeachment! Nicole is Strong on Crime &amp; Borders, #2A, Cutting Taxes, &amp; she Loves our Military &amp; Vets. Nicole has my Complete &amp; Total Endorsement! https://t.co/N0FIGeyjaw",Trump
3321,".@MattForMontana Rosendale is a Strong &amp; Conservative fighter for Montana. Matt stands w/ our Brave Veterans, Loves our Military, and he will continue working to Secure our Border. Matt will NEVER let our #2A go unprotected. Matt has my Total Endorsement! https://t.co/sJqJPVBhVu",Trump
3322,".@WesleyHuntTX is running for Congress in the Great State of Texas. He will help us accomplish our America First policies. Wesley is strong on Crime, the Border, our 2nd Amendment, Trade, Military and Vets. Wesley has my Complete and Total Endorsement! https://t.co/tdnO5Uh5Sa",Trump
3323,".@AugustPfluger is a Great Veteran and Strong Leader for Texas where he is running for Congress. He will protect your #2A, fight for our Farmers, Oil/Gas Workers, and he supports our #MAGA &amp; #KAG Agenda. August has my Complete and Total Endorsement! https://t.co/aodsb5LWJz",Trump
3324,".@BethVanDuyne did Great things as Mayor of Irving, Texas, with my Administration. She is a Strong Conservative who supports Border Security, Loves our Military, Vets, and supports your #2A. Beth has my Full Endorsement for Congress! https://t.co/0cUYANBzj0",Trump
3325,".@JayObernolte of California is running for Congress in 2020. Jay will help me to continue securing the Southern Border, he Loves our GREAT Law Enforcement Officers, Military, Vets, and he will protect your #2A. Jay has my Complete and Total Endorsement! https://t.co/MhEF9Ef1gC",Trump
3326,"Ending surprise medical billing moving ahead in Congress! Thanks to Ways &amp; Means and Education/Labor Committees for your work on Bills to protect patients and end medical bill ripoffs! Work with Energy &amp; Commerce, HELP committees to send BIPARTISAN bill to my desk!",Trump
3327,"....If my hands were tied, Iran would have a field day. Sends a very bad signal. The Democrats are only doing this as an attempt to embarrass the Republican Party. Don’t let it happen!",Trump
3328,It is very important for our Country’s SECURITY that the United States Senate not vote for the Iran War Powers Resolution. We are doing very well with Iran and this is not the time to show weakness. Americans overwhelmingly support our attack on terrorist Soleimani....,Trump
3329,https://t.co/I0eZ9UoIQJ,Trump
3330,".@dagenmcdowell, “Every Democrat is running to raise taxes. She (Pocahontas) lied about her ethnicity, that was her problem.” @MariaBartiromo  So true Dagen!",Trump
3331,"Two months in jail for a Swamp Creature, yet 9 years recommended for Roger Stone (who was not even working for the Trump Campaign). Gee, that sounds very fair! Rogue prosecutors maybe? The Swamp! @foxandfriends @TuckerCarlson",Trump
3332,Congratulations to Attorney General Bill Barr for taking charge of a case that was totally out of control and perhaps should not have even been brought. Evidence now clearly shows that the Mueller Scam was improperly brought &amp; tainted. Even Bob Mueller lied to Congress!,Trump
3333,Fake News @CNN and MSDNC have not surprisingly refused to talk about my record setting number of voters in New Hampshire (and in Iowa). That’s why they are poorly rated Fake News! I will win both states in November.,Trump
3334,"The Fake News Media is looking hard for the Big Democrat Story, but there is nothing too fabulous. Wouldn’t a big story be that I got more New Hampshire Primary Votes than any incumbent president, in either party, in the history of that Great State? Not an insignificant fact!",Trump
3335,Thank you Brad! https://t.co/qv4qcj704y,Trump
3336,Prosecutorial Misconduct? https://t.co/ignPtwRQUG,Trump
3337,Bootedgeedge (Buttigieg) is doing pretty well tonight. Giving Crazy Bernie a run for his money. Very interesting!,Trump
3338,A very bad night for Mini Mike!,Trump
3339,"A lot of Democrat dropouts tonight, very low political I.Q. https://t.co/1fZmJOifLo",Trump
3340,"Who are the four prosecutors (Mueller people?) who cut and ran after being exposed for recommending a ridiculous 9 year prison sentence to a man that got caught up in an investigation that was illegal, the Mueller Scam, and shouldn’t ever even have started? 13 Angry Democrats?",Trump
3341,"Impeachment King Steyer (how did that work out?) spent 200 Million Dollars and got less than 1% of the vote in Iowa, and only 3% of the Vote in New Hampshire. Could it be that something is just plain missing? Not easy to do what I did, is it?",Trump
3342,"Elizabeth Warren, sometimes referred to as Pocahontas, is having a really bad night. I think she is sending signals that she wants out. Calling for unity is her way of getting there, going home, and having a “nice cold beer” with her husband!",Trump
3343,"Whatever happened to Hillary campaign manager Podesta’s BROTHER? Wasn’t he caught, forced to leave his firm, with BIG BAD things to happen? Why did nothing ever happen to him, only to the “other” side?",Trump
3344,...And a swamp creature with “pull” was just sentenced to two months in jail for a similar thing that they want Stone to serve 9 years for. A phony Mueller Witch Hunt disgrace. Caught! https://t.co/6baxv3Lvuk,Trump
3345,"Is this the Judge that put Paul Manafort in SOLITARY CONFINEMENT, something that not even mobster Al Capone had to endure? How did she treat Crooked Hillary Clinton? Just asking! https://t.co/Fe7XkepJNN",Trump
3346,All starting to unravel with the ridiculous 9 year sentence recommendation! https://t.co/6baxv3Lvuk,Trump
3347,"When Jerome Powell started his testimony today, the Dow was up 125, &amp; heading higher. As he spoke it drifted steadily downward, as usual, and is now at -15. Germany &amp; other countries get paid to borrow money. We are more prime, but Fed Rate is too high, Dollar tough on exports.",Trump
3348,Mini Mike is a short ball (very) hitter. Tiny club head speed. KEEP AMERICA GREAT! https://t.co/5DUj16jtZf,Trump
3349,"New Stock Market RECORD. Congratulations, spend your money wisely. KEEP AMERICA GREAT!!!!!",Trump
3350,Great being in New Hampshire last night. I would say that was the biggest political Rally in New Hampshire history. Incredible evening!,Trump
3351,BEST USA ECONOMY IN HISTORY!,Trump
3352,"This is a horrible and very unfair situation. The real crimes were on the other side, as nothing happens to them. Cannot allow this miscarriage of justice! https://t.co/rHPfYX6Vbv",Trump
3353,Just returned to White House from Dover. Very sad! https://t.co/0Ld0gzXdLe,Trump
3354,Nice conflict. Brown dropped out of presidential race FAST. Polled at ZERO! https://t.co/AwyxoJ8IKI,Trump
3355,Disgraceful! https://t.co/nNXEjJuVyw,Trump
3356,Should never happen to another President! https://t.co/Y2X6yopeU7,Trump
3357,TOUGH GUYS FOR TRUMP! https://t.co/DbjZjGzLWU,Trump
3358,"THANK YOU NEW HAMPSHIRE! 
https://t.co/dvZq0UPjHI",Trump
3359,“A lot of people feel defeated...Trump always wins. It seems like nothing can stop him.” Danny Villazon  @nytimes @DanaPerino @FoxNews  But isn’t that what you want from your President?,Trump
3360,Wall Street Journal Editorial: “She (Crazy Nancy) aimed at Trump and hit Uncle Joe.”,Trump
3361,Meeting with U.S. Governors in a short while. All States are doing well. “Thank you Mr. President.”,Trump
3362,"Thank you to @mirandadevine of the New York Post for your interesting (and correct) column today. “Trump has gained 20 points since Impeachment began in October. He gets 67% on economy. Nonwhite approval of Trump is also at a high: 28%, up 10 points in a year. Nice one, Nancy.”",Trump
3363,"Hope the Fake News, which never discusses it, is talking about the big crowds forming for my New Hampshire Rally tonight. They won’t!",Trump
3364,"Because of how badly they did with the Impeachment Hoax, AOC will primary Cryin’ Chuck Schumer, and win, and Jerry Nadler has a good chance of losing to his far left primary opponent! It is all getting quite interesting. Pelosi will lose the House, AGAIN! My poll numbers great.",Trump
3365,"95% Approval Rating in the Republican Party, a Record! 53% overall (plus add 9 points?). Corrupt Democrat politicians have brought me to highest polling numbers ever with the Impeachment Hoax. Thank you Nancy!",Trump
3366,"Will be in Manchester, New Hampshire, tonight for a big Rally. Want to shake up the Dems a little bit - they have a really boring deal going on. Still waiting for the Iowa results, votes were fried. Big crowds in Manchester!",Trump
3367,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!",Trump
3368,DRAIN THE SWAMP!,Trump
3369,"....This is the biggest political crime in American History, by far. SIMPLY PUT, THE PARTY IN POWER ILLEGALLY SPIED ON MY CAMPAIGN, BOTH BEFORE AND AFTER THE ELECTION, IN ORDER TO CHANGE OR NULLIFY THE RESULTS OF THE ELECTION. IT CONTINUED ON WITH THE IMPEACHMENT HOAX. Terrible!",Trump
3370,"FBI Director Christopher Wray just admitted that the FISA Warrants and Survailence of my campaign were illegal. So was the Fake Dossier. THEREFORE, THE WHOLE SCAM INVESTIGATION, THE MUELLER REPORT AND EVERYTHING ELSE FOR THREE YEARS, WAS A FIXED HOAX. WHO PAYS THE PRICE?....",Trump
3371,"So good to see that Republicans will be winning the Great State of Alabama Senate Seat back, now that lightweight Senator @DougJones cast a partisan vote for the Impeachment Hoax. Thought his boss, Cryin’ Chuck, would have forced him to vote against the Hoax. A Do Nothing Stiff!",Trump
3372,".@LarrySabato is much better at giving you the answer after everything is finished and the final result is in, than he is at telling you what is going to happen because, in fact, he doesn’t have a clue! https://t.co/MDqczWxl8C",Trump
3373,"Sabato got it all wrong last time, never came close to understanding the Trump Voter. Actually it’s simple, MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT! https://t.co/fnzZATqHXz",Trump
3374,"It’s all turning, and fast! MVP Heckler. https://t.co/PiA0ANmjYP",Trump
3375,"“They (Conservatives) thought the merits of the Impeachment case were weak, and therefore his (Romney’s) judgement is questioned.” @MZHemingway @HowardKurtz @FoxNews",Trump
3376,"They are really mad at Senator Joe Munchkin in West Virginia. He couldn’t understand the Transcripts. Romney could, but didn’t want to!",Trump
3377,"Romney hurt some very good Republican Senators, and he was wrong about the Impeachment Hoax. No clue! https://t.co/J6rtaZYYxD",Trump
3378,Yes!!!!! https://t.co/9ERa0atGOX,Trump
3379,This is so true! https://t.co/utms4KMUVk,Trump
3380,This will never get old! https://t.co/u1CzwwIBvE,Trump
3381,"DeFace the Nation will tell @LindseyGrahamSC that he must start up Judiciary and not stop until the job is done. Clean up D.C. now, last chance! https://t.co/lKy9u6t7eN",Trump
3382,"I grew up in New York City and, over many years, got to watch how GREAT NYC’s “Finest” are. Now, because of weak leadership at Governor &amp; Mayor, stand away (water thrown at them) regulations, and lack of support, our wonderful NYC police are under assault. Stop this now!",Trump
3383,"The Dems are crazed, they will do anything. Honesty &amp; truth don’t matter to them. They are badly wounded. Iowa vote count was a disaster for them! https://t.co/HhhazMKEk3",Trump
3384,"Leading also in New Hampshire and most states. The Fake News hates to report this, but you will see on November 3rd. https://t.co/IKPmbOyDZ8",Trump
3385,The feeling of many about @MittRomney! https://t.co/GZYxwe4FJ3,Trump
3386,Thank you to everyone for all of the great reviews I have gotten on my State of the Union Speech. It was an immense honor for me to have presented it to you and the citizens of our very strong and wonderful Country!,Trump
3387,"...But, just like the people of West Virginia will no longer look at weak &amp; pathetic Joe Manchin the same (I got the Pension Bill approved, Manchin couldn’t do it), the wonderful people of Utah will never look at “grandstander” Mitt Romney with anything but contempt &amp; disgust!",Trump
3388,"Can’t say I mind the fact that the great people of West Virginia are furious at their puppet Democrat Senator, Joe Manchin. They will never forget his phony vote on the Impeachment Hoax. All he had to do is read the Transcripts, sadly, which he wouldn’t understand anyway.....",Trump
3389,Law Enforcement has been notified. Be careful tough guys who you play with! https://t.co/1Pq0hOrzy2,Trump
3390,"Great lineup on @FoxNews tonight with @JesseBWatters, @JudgeJeanine and &amp; @greggutfeld. All starts at 8:00 P.M. Will be discussing and explaining the Impeachment Hoax!",Trump
3391,A great coach and a fantastic guy. His endorsement of me in Indiana was a very big deal! https://t.co/PBqvDaamoO,Trump
3392,"Pete Rose played Major League Baseball for 24 seasons, from 1963-1986, and had more hits, 4,256, than any other player (by a wide margin). He gambled, but only on his own team winning, and paid a decades long price. GET PETE ROSE INTO THE BASEBALL HALL OF FAME. It’s Time!",Trump
3393,Total and complete Endorsement for Debbie Lesko! @RepDLesko  Love Arizona. https://t.co/6NOWc7stoc,Trump
3394,Governor Cuomo wanted to see me this weekend. He just canceled. Very hard to work with New York - So stupid. All they do is sue me all the time! https://t.co/ps0OzMxuE5,Trump
3395,"More Fake News. This was photoshopped, obviously, but the wind was strong and the hair looks good? Anything to demean! https://t.co/t8ptYMCYHf",Trump
3396,We will not be touching your Social Security or Medicare in Fiscal 2021 Budget. Only the Democrats will destroy them by destroying our Country’s greatest ever Economy!,Trump
3397,"...the worst weeks ever.” She could have had a much better week if Crazy Nancy, who is the most overrated person in politics (going to lose the House a second time), didn’t bring the phony &amp; corrupt Impeachment Hoax. Dems can’t do anything right, just look at the Iowa vote count!",Trump
3398,".@RepDebDingell, who called me, tears flowing, to thank me for rolling out the maximum “Red Carpet” for the funeral of her husband, then voted against me on the partisan Impeachmen Hoax, said “everybody (Dems) wants to get out of town. This has been, in my whole career, one of...",Trump
3399,"The only way to stop the crazed Radical Left, Do Nothing Democrats “is for the Republican Senate to run an offense here”. @LeeSmithDC  @IngrahamAngle  @FoxNews So true, although the Dems Hoaxes &amp; Witch Hunts have driven up Republican Polls, and mine, mightily!",Trump
3400,"Crazy Nancy Pelosi’s Impeachment Hoax has lifted Republican Congressional Polls (she lost the House once before!), and my Polls, WAY UP, which was expected, but it has had a great effect on Republican Senate races, including North Carolina, Kentucky, Colorado and Arizona. Thanks!",Trump
3401,Thank you Iowa for the RECORD vote we just received in the Primary. The Dems were 25% down (although their votes are all fried!). https://t.co/xQb5ZKWVeT,Trump
3402,"....was given a horrendous report by his superior, the man he reported to, who publicly stated that Vindman had problems with judgement, adhering to the chain of command and leaking information. In other words, “OUT”.",Trump
3403,"Fake News @CNN &amp; MSDNC keep talking about “Lt. Col.” Vindman as though I should think only how wonderful he was. Actually, I don’t know him, never spoke to him, or met him (I don’t believe!) but, he was very insubordinate, reported contents of my “perfect” calls incorrectly, &amp;...",Trump
3404,Not good! https://t.co/eC3Xjy2ChX,Trump
3405,https://t.co/gsZyUFlTPJ,Trump
3406,"After years building up other countries, we are finally rebuilding OUR Country. From our inner cities to our rural communities, the forgotten men and women of America are forgotten NO LONGER! #OpportunityNow https://t.co/qShbwaCaPd",Trump
3407,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. @SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer &amp; Pelosi. That’s all he is!",Trump
3408,"I was very surprised &amp; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will....",Trump
3409,"Great to be in Charlotte, North Carolina as we expand and grow this unprecedented economic momentum. Today, we launched a brand new nationwide campaign to revitalize under-served cities and towns across America – it’s called OPPORTUNITY NOW! https://t.co/jh2Ve6BUtJ",Trump
3410,"Another win just in. Nervous Nancy Pelosi and the Democrats in Congress sued me, thrown out. This one unanimous, in the D.C. Circuit.
Witch Hunt!",Trump
3411,"JOBS, JOBS, JOBS!
#PromisesMadePromisesKept🇺🇸 https://t.co/yIOxpzCNb7",Trump
3412,Iowa and New Hampshire will not be moved from the Primary Schedule as long as I am President. Great tradition!,Trump
3413,Off to North Carolina! https://t.co/dreH1rw3sz,Trump
3414,"The Democrat Party has given up on counting votes in Iowa. Looks like it all got computer “fried”. Nobody knows who the real winner is. Maybe it’s Sleepy Joe, but it’s not looking that way. They lost millions &amp; millions of dollars, all for NOTHING. But I WON Iowa big!",Trump
3415,https://t.co/9GEW2VZu5h,Trump
3416,"I think they should blame RUSSIA, RUSSIA, RUSSIA again! If they can’t count votes properly, how are they going to run U.S. HealthCare? https://t.co/JsNB8jvKoo",Trump
3417,Welcome back James! https://t.co/m116MGrrRo,Trump
3418,"Very true, thank you Ted &amp; John. I love Texas! https://t.co/NoWTheat7Z",Trump
3419,So do I! https://t.co/al7O6HHT9w,Trump
3420,Thank you Charlie! https://t.co/fG7YXOCk9R,Trump
3421,"Don’t worry, it won’t happen! https://t.co/XpUzHt8JKH",Trump
3422,"....he will be successful, especially as the weather starts to warm &amp; the virus hopefully becomes weaker, and then gone. Great discipline is taking place in China, as President Xi strongly leads what will be a very successful operation. We are working closely with China to help!",Trump
3423,"Just had a long and very good conversation by phone with President Xi of China. He is strong, sharp and powerfully focused on leading the counterattack on the Coronavirus. He feels they are doing very well, even building hospitals in a matter of only days. Nothing is easy, but...",Trump
3424,"“The Senate acquitted President Trump of both charges fabricated by Congressional Democrats, led by Speaker Pelosi and Adam Schiff, to carry out the most egregious and partisan attack against any president in our history - a man they knew to be innocent.” @LouDobbs @FoxBusiness",Trump
3425,“This President has done more for African Americans in this Country than any President since Lincoln.” @LouDobbs,Trump
3426,https://t.co/QhTWvcY4Ke,Trump
3427,"Welcome back to Earth, @Astro_Christina, and congratulations on breaking the female record for the longest stay in space! You’re inspiring young women and making the USA proud! Enjoyed speaking with you and @Astro_Jessica on the first all-female spacewalk IN HISTORY last year.",Trump
3428,"Nevada, I hear you on Yucca Mountain and my Administration will RESPECT you! Congress and previous Administrations have long failed to find lasting solutions – my Administration is committed to exploring innovative approaches – I’m confident we can get it done!",Trump
3429,So true! https://t.co/Ds9MSUlWXA,Trump
3430,https://t.co/KwC2zrtJxQ,Trump
3431,"Had failed presidential candidate @MittRomney devoted the same energy and anger to defeating a faltering Barack Obama as he sanctimoniously does to me, he could have won the election. Read the Transcripts!",Trump
3432,"@nytimes “The Votes Were A Resounding Victory For Mr. Trump.” True, but the Impeachment Hoax was just a continuation of the Radical Left, Do Nothing Democrats corrupt practices!",Trump
3433,https://t.co/FIg1SYtJcy,Trump
3434,I will be making a public statement tomorrow at 12:00pm from the @WhiteHouse to discuss our Country’s VICTORY on the Impeachment Hoax!,Trump
3435,https://t.co/JDS4zUXXJG,Trump
3436,https://t.co/lj8RUqcz37,Trump
3437,"“The Democrats want to run a Country, and they can’t run a Caucus.” Brad Blakeman @FoxNews  Iowa is a complete disaster for the Dems. They should bring in Mini Mike Bloomberg ASAP!",Trump
3438,"Thank you Jonathan, and great job! https://t.co/GAZJ5ErJpF",Trump
3439,It was a great and triumphant evening for our Country. Thank you for all of the nice remarks and wonderful reviews of my State of the Union Speech. It was my great honor to have done it!,Trump
3440,#SOTU2020 https://t.co/W03gQLkdpo,Trump
3441,https://t.co/QeFYDg9jZ0,Trump
3442,"My Approval Rating in the Republican Party = 95%, a record! Big Iowa win. Approval Rating overall = 53%, a new high. With our great Economy and other major successes, would be 20 points higher without the phony Witch Hunts and Hoaxes???",Trump
3443,"Market up big today on very good economic news. JOBS, JOBS, JOBS!",Trump
3444,"The Democrat Party in Iowa really messed up, but the Republican Party did not. I had the largest re-election vote in the history of that great state, by far, beating President Obama’s previous record by a lot. Also, 97% Plus of the vote! Thank you Iowa!",Trump
3445,"When will the Democrats start blaming RUSSIA, RUSSIA, RUSSIA, instead of their own incompetence for the voting disaster that just happened in the Great State of Iowa?",Trump
3446,"It is not the fault of Iowa, it is the Do Nothing Democrats fault. As long as I am President, Iowa will stay where it is. Important tradition! https://t.co/bX3FLvua1C",Trump
3447,"The Democrat Caucus is an unmitigated disaster. Nothing works, just like they ran the Country. Remember the  5 Billion Dollar Obamacare Website, that should have cost 2% of that. The only person that can claim a very big victory in Iowa last night is “Trump”.",Trump
3448,Big WIN for us in Iowa tonight. Thank you!,Trump
3449,Many people do not know what a great guy &amp; fantastic political talent the great Rush Limbaugh is. There is nobody like him. Looking for a speedy recovery for our friend! https://t.co/GRTt56BjEu,Trump
3450,https://t.co/KSVkKL76NM,Trump
3451,Where’s the Whistleblower? Where’s the second Whistleblower? Where’s the Informer? Why did Corrupt politician Schiff MAKE UP my conversation with the Ukrainian President??? Why didn’t the House do its job? And sooo much more!,Trump
3452,KEEP AMERICA GREAT!,Trump
3453,MAKE AMERICA GREAT AGAIN!,Trump
